DOI,Journal,Year,Title,Method category,Specific method,Evidence
https://doi.org/10.1002/pam.20425,Journal of Policy Analysis and Management,2009,The effects of tougher enforcement on the job prospects of recent Latin American immigrants,Quantitative,Statistical,"Using Current Population Survey data and a difference-in-differences estimation technique, we find strong evidence of worse labor market outcomes among recent Latin American immigrants in the post-9/11 period relative to natives and prior Latin American immigrants. "
https://doi.org/10.1002/pam.20426,Journal of Policy Analysis and Management,2009,Understanding commenter influence during agency rule development,Mixed methods,Case Study/Data Collection ," To test this proposition, we analyze data from 36 Department of Transportation rules and almost 500 comments."
https://doi.org/10.1002/pam.20427,Journal of Policy Analysis and Management,2009,Designing state aid formulas,Quantitative,Comparative,The authors show that some previous studies and the formulas derived from them give differential weights to existing and new aid in filling the gap and hence effectively treat communities receiving greater amounts of existing aid more favorably than communities receiving less or no existing aid. 
https://doi.org/10.1002/pam.20428,Journal of Policy Analysis and Management,2009,No renters in my suburban backyard: Land use regulation and rental housing,Quantitative,Statistical ,"I employ an instrumental variables approach to examine the effects of zoning on the quantity and price of rental housing in Massachusetts, using historical municipal characteristics to instrument for current regulations. "
https://doi.org/10.1002/pam.20436,Journal of Policy Analysis and Management,2009,Policy incentives and the extension of mortgage credit: Increasing market discipline for subprime lending,Quantitative,Experimental,"The hypothesis in the current paper is that the incentives established via the affordable housing goals make the GSEs more amenable to purchasing higher riskloans, which in turn causes prime market lenders to compete more aggressively for borrowers on the margin between prime and subprime credit quality. "
https://doi.org/10.1002/pam.20437,Journal of Policy Analysis and Management,2009,Harming the best: How schools affect the black-white achievement gap,Quantitative,Statistical ,Texas administrative data show that the overall growth in the achievement gap between third and eighth grades is larger for students with higher initial achievement and that specific teacher and peer characteristics explain a substantial share of the widening.
https://doi.org/10.1002/pam.20438,Journal of Policy Analysis and Management,2009,Inside national service: AmeriCorps' impact on participants,Quantitative,Comparative,"The analysis compares changes in the attitudes and behaviors of participants over time to those of individuals not enrolled in AmeriCorps, controlling for interest in national and community service, member and family demographics, and prior civic engagement."
https://doi.org/10.1002/pam.20439,Journal of Policy Analysis and Management,2009,Marriage: Cause or mere indicator of future earnings growth?,Quantitative,Statistical,"We use a variety of analytic strategies to control for selection (including differencing and propensity scores) and find no evidence of an effect of transitions to marriage on the earnings of unmarried fathers that differs from zero, either for the full sample or subsamples defined by race-ethnic category and baseline cohabitation status. "
https://doi.org/10.1002/pam.20440,Journal of Policy Analysis and Management,2009,The nonprofit advantage: Producing quality in thick and thin child care markets,Quantitative,Statistical,"We estimate the effect of nonprofit status on quality, controlling for differences in financial resources available to the center, differences in the clientele served, and differences in staff and center inputs."
https://doi.org/10.1002/pam.20441,Journal of Policy Analysis and Management,2009,A better budget rule,Quantitative,Theoretical ,"In this paper, we use optimal control theory and martingale methods to justify a transparent, nonarbitrary rule governing maximum sustainable rate of spending growth, treating the revenue structure of a jurisdiction as a given continuous-time stochastic process. "
https://doi.org/10.1002/pam.20442,Journal of Policy Analysis and Management,2009,NSF's Experimental Program to Stimulate Competitive Research (EPSCoR): Subsidizing academic research or state budgets?,Quantitative,Statistical,"The estimates are fairly consistent, regardless of what model is used.21 The statistical results are presented in Table 5."
